n	antprob	prob_change	variance	rich	connect	autoval	max_autoval
B_NS-PP-vazquez_CerroLopez_2002	0,493620364	0,411529594	238,362	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,987276715	0,755763513	339,214	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,489650518	0,94773281	178,751	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,794232429	0,562651126	269,846	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,565652647	0,175229668	264,484	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,688163528	0,423806502	136,405	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,665586201	0,345095673	203,551	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,758927109	0,076667658	247,718	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,737050004	0,410440528	317,811	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,756586823	0,109307098	273,987	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,002690737	0,640784515	0,754	42	0,026	4,201	6,708
B_NS-PP-vazquez_CerroLopez_2002	0,624293445	0,783771356	195,11	42	0,026	4,201	6,708
B_NS-PP-vazquez_LlaoLlao_2002	0,217192246	0,056858698	16,158	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,35845266	0,335009987	80,492	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,549019233	0,50303493	295,592	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,988786462	0,925328379	253,159	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,455422144	0,007645771	221,249	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,115540184	0,040233943	11,173	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,068600798	0,176484487	1,251	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,467928224	0,719650828	99,486	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,667066994	0,403360043	152,038	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,075204898	0,47063222	2,205	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,810037531	0,535054523	309,504	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,201422668	0,721708897	26,048	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,571289358	0,750614263	119,242	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,232625188	0,613253803	44,332	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,338738099	0,982117305	81,111	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,583338705	0,030422216	255,467	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,419996127	0,867192064	34,417	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,331778869	0,585367795	40,474	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,556998195	0,368802447	64,978	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,980356928	0,96984658	210,52	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,969778473	0,64086211	130,33	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,82224699	0,592584559	211,224	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,701607095	0,093476345	173,467	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,124970976	0,069967999	2,644	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,759716897	0,826835987	210,469	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,390518297	0,184876307	50,775	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,047139045	0,920218088	0,815	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,230103164	0,75455731	59,37	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,934924575	0,961931033	325,589	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,209572337	0,906610898	41,476	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,713459383	0,642007921	235,743	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,173042066	0,246582648	39,262	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,2179457	0,845375296	59,847	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,884352027	0,430845217	218,084	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,227026922	0,253428013	28,835	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,076985948	0,752536844	5,471	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,362145037	0,473784774	103,024	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,757690653	0,757383227	214,958	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,408306648	0,707159973	191,636	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,679945184	0,281775208	253,986	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,603393801	0,446899443	214,487	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,753892555	0,819059628	234,164	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,403575186	0,969472369	117,851	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,012101592	0,658067252	0,644	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,810510596	0,52693265	248,03	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,575955079	0,934712578	182,647	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,478562433	0,953345151	89,841	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,76850515	0,142022906	194,568	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,406281429	0,533929179	83,57	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,111531211	0,200383292	3,417	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,296795881	0,395166009	67,445	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,354887891	0,85739875	89,189	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,927248918	0,401621536	337,596	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,442499265	0,144398051	203,376	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,810129636	0,34544663	118,186	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,141639202	0,366691873	23,777	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,270246767	0,811646804	31,321	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,267596829	0,149012027	43,266	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,033024766	0,298061682	1,369	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,621007004	0,190545904	213,036	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,369318741	0,858178711	124,929	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,621681451	0,723022406	148,055	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,71665907	0,194215566	191,172	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,66237897	0,898024329	134,199	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,091164487	0,147678109	16,671	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,252876215	0,480751371	13,382	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,629475557	0,525340142	94,068	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,957376512	0,363723587	252,185	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,120300132	0,191762204	8,223	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,763910349	0,263223066	266,799	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,868272693	0,689752491	235,662	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,920882107	0,280639073	390,507	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,815947448	0,987582604	222,269	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,034561961	0,471782373	1,363	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,558954809	0,128573471	149,251	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,34898068	0,051904921	125,021	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,286891425	0,057355714	188,249	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,286991239	0,299479966	85,579	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,799655029	0,750290486	170,129	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,781215132	0,715028472	217,054	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,186361069	0,767504813	35,616	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,893598699	0,080632485	421,442	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,653909708	0,434910776	239,737	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,710736783	0,461530339	344,909	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,558932628	0,467521502	173,365	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,103985128	0,078025539	3,753	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,731230363	0,294508667	314,722	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,15044049	0,598056284	7,375	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,4438549	0,68445422	100,304	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,750117782	0,182916	274,916	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,407808621	0,489961569	76,922	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,876147862	0,50083215	157,295	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,672439635	0,228529938	375,95	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,724424184	0,215647162	98,695	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,04487802	0,500697613	5,034	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,54141821	0,031033482	225,112	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,275175788	0,953813916	66,117	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,255051654	0,959128391	22,835	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,740998165	0,677343625	264,272	39	0,028	4,669	6,481
B_NS-PP-vazquez_LlaoLlao_2002	0,832370116	0,28167824	279,182	39	0,028	4,669	6,481
B_NS-PP-vazquez_Mascardi(c)_2002	0,3958159	0,685878997	66,529	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,978818086	0,388604364	82,322	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,675434763	0,979848249	229,786	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,740560446	0,594244194	355,226	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,956775716	0,397550754	298,178	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,507872966	0,907587783	105,031	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,824459027	0,003737772	437,986	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,842215416	0,237517375	307,608	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,23540143	0,664265604	37,414	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,103514663	0,820536774	1,581	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,305402634	0,308364738	104,878	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,927897486	0,689926152	130,039	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,764980726	0,366864043	340,693	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,796525918	0,146453265	320,776	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,745007442	0,066356546	344,653	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,786110128	0,726339508	324,554	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,368892043	0,635001167	75,128	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,688009768	0,679124968	162,153	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,0455076	0,643428567	5,278	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,476949267	0,060114532	141,684	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,962960772	0,19195898	339,082	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,312805904	0,172435095	110,838	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,822738694	0,029049078	362,551	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,968737577	0,145222616	277,132	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,737314774	0,811850982	299,301	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,300677273	0,671821848	76,661	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,604729041	0,223747325	170,955	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,546750985	0,687533915	129,953	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,274768914	0,968555253	81,189	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,514471897	0,663063876	131,909	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,348736523	0,508231123	107,287	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,325779332	0,656357314	74,141	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,072545939	0,280697116	5,952	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,877628543	0,49176423	274,033	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,917474799	0,110447917	252,913	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,241652766	0,25949806	46,099	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,651839354	0,104030568	289,925	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,771768942	0,086951774	173,881	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,616698638	0,777301049	287,644	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,439433843	0,477955933	102,834	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,2587147	0,254996971	32,766	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,735628701	0,903702917	216,406	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,357589528	0,699420888	65,776	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,976185611	0,596852464	188,582	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,3248793	0,568880877	24,763	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,79334359	0,068913082	356,078	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,768276744	0,287728724	216,323	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,675211119	0,927599797	124,108	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,200914432	0,911826264	64,116	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,046308363	0,689318187	1,222	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,73664394	0,368489848	247,764	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,618816851	0,029779935	300,424	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,652506892	0,60842038	238,089	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,139486186	0,493424007	6,219	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,540895092	0,875931286	154,823	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,981293025	0,928818473	191,399	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,564361617	0,389328682	140,764	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,181702951	0,240976292	13,567	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,760706202	0,689257917	286,797	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,687111053	0,33163862	339,462	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,878709284	0,990664553	297,11	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,136595399	0,192747575	64,506	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,450112867	0,159987816	115,145	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,252904318	0,884450357	56,088	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,648311159	0,237596534	248,169	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,343269443	0,706944062	57,569	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,123728914	0,047297139	53,376	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,744272456	0,706754253	319,595	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,224527452	0,263169312	14,202	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,107840153	0,899046315	11,772	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,830574851	0,29394713	280,043	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,862955347	0,087613745	396,733	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,404422642	0,262448771	156,355	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,543580871	0,375135741	28,679	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,861288124	0,318400504	332,044	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,607476461	0,890181056	193,786	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,071723755	0,530052983	3,166	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,012100031	0,256793959	0,725	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,531563121	0,648066049	109,311	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,40809156	0,9877318	56,123	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,403480751	0,68743625	122,353	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,014814696	0,838138307	0,928	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,789270113	0,374044655	389,675	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,890558325	0,915437836	340,632	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,200979428	0,227388631	42,584	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,316880589	0,959509474	17,495	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,507474631	0,655198384	169,642	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,458292023	0,538795859	120,977	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,377328333	0,478237694	39,769	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,306127724	0,023429342	137,838	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,973418225	0,923439437	292,39	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,784433352	0,311250338	286,805	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,148200405	0,875135508	15,095	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,610896763	0,112045585	130,871	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,868960325	0,571476715	75,399	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,36028135	0,187789961	85,397	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,092596362	0,496430665	10,834	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,943994984	0,98886597	243,851	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,175332478	0,919809552	49,309	34	0,031	4,045	6
B_NS-PP-vazquez_Mascardi(c)_2002	0,59252627	0,3453919	113,491	34	0,031	4,045	6
B_NS-PS-Baird-1980wgt	0,038137471	0,519898833	0,451	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,692234637	0,702191939	356,126	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,216466531	0,875814495	36,024	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,216778811	0,896992614	25,05	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,418134402	0,499900904	145,432	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,840253014	0,76129927	315,529	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,937953672	0,507027129	265,466	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,168870066	0,096723677	30,018	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,291816487	0,825595364	4,007	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,972517605	0,487373912	179,154	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,822024752	0,235886746	249,359	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,207485368	0,660388505	38,608	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,883351162	0,532060145	185,718	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,042582645	0,887554663	1,698	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,861112303	0,553701792	284,142	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,381334194	0,921917432	22,759	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,422402103	0,347889583	110,861	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,796834568	0,622156264	87,396	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,523049345	0,635678594	104,376	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,260845351	0,576630168	13,362	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,213195208	0,515683198	32,185	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,556971947	0,758991668	181,48	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,385887279	0,715153925	178,09	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,906931872	0,685906825	141,65	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,158649681	0,148195401	31,767	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,365765729	0,135461243	251,965	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,0209405	0,053878299	0,899	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,379032606	0,020247009	110,464	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,980536613	0,464342024	263,831	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,785951174	0,883261845	278,347	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,445818673	0,098236125	108,399	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,248443535	0,076657279	78,322	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,321429338	0,756745535	117,35	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,188575266	0,69607569	11,583	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,135701614	0,448641433	13,14	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,442971877	0,964593891	122,29	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,104528677	0,487189582	4,91	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,056689577	0,778281622	0,304	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,027035165	0,715732621	0,844	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,283003712	0,373743197	13,258	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,363156942	0,98719867	122,035	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,074815392	0,499263452	1,034	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,595562831	0,881329512	297,282	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,865068838	0,738144275	300,115	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,788849984	0,347662185	225,125	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,15806569	0,057723104	17,335	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,312389108	0,307310778	84,734	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,745069303	0,068032359	365,583	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,264557594	0,201122636	9,141	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,148173769	0,241108309	8,151	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,365902583	0,148922647	59,004	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,312888215	0,354500846	75,863	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,091741181	0,493754602	2,189	28	0,064	5,381	7,071
B_NS-PS-Baird-1980wgt	0,533159317	0,025467672	226,127	28	0,064	5,381	7,071
