n	antprob	prob_change	variance	rich	connect	autoval	max_autoval
B_NS-PP-olesen_aigrettes	0,5	0,8	54,607	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,8	80,514	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,8	283,897	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,8	261,261	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,8	186,137	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,8	166,634	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,9	0,214	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,9	1,441	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,9	10,157	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,9	24,709	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,9	92,83	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,9	68,488	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,9	78,024	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,9	208,812	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,9	215,726	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,9	207,721	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,9	159,239	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	1	0,136	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	1	7,128	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	1	10,099	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	1	28,796	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	1	61,489	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	1	123,331	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	1	133,938	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	1	229,566	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	1	212,903	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	1	121,198	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	1	193,274	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0	0,226	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0	8,87	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0	83,3	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0	88,837	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0	191,411	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0	280,2	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0	227,969	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0	348,961	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0	221,8	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0	485,17	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0	593,714	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,1	0,157	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,1	14,817	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,1	42,969	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,1	122,35	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,1	96,171	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,1	272,534	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,1	128,534	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,1	473,353	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,1	137,127	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,1	220,249	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,1	277,857	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,2	0,136	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,2	1,463	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,2	51,313	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,2	73,538	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,2	123,262	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,2	82,233	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,2	196,754	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,2	114,389	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,2	249,964	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,2	246,557	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,2	358,776	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,3	0,282	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,3	0,425	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,3	17,853	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,3	2,969	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,3	171,502	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,3	157,889	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,3	204,798	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,3	262,035	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,3	362,497	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,3	131,048	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,3	281,904	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,4	0,17	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,4	0,737	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,4	7,015	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,4	47,411	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,4	201,201	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,4	199,172	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,4	147,646	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,4	191,222	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,4	248,891	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,4	387,48	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,4	81,955	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,5	0,109	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,5	6,943	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,5	21,111	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,5	27,145	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,5	62,004	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,5	27,098	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,5	212,724	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,5	334,439	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,5	235,288	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,5	141,151	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,5	137,205	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,6	0,262	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,6	0,673	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,6	17,19	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,6	75,753	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,6	99,083	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,6	153,122	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,6	100,567	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,6	238,383	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,6	222,678	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,6	211,515	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,6	153,137	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,7	0,187	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,7	18,06	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,7	68,39	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,7	41,639	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,7	126,977	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,7	198,815	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,7	142,093	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,7	229,231	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,7	156,461	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,7	118,969	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,7	178,231	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,8	0,148	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,8	3,783	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,8	7,74	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,8	33,553	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,8	68,24	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,8	129,071	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,8	55,808	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,8	195,12	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,8	281,992	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,8	64,466	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,8	245,597	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	0,9	0,2	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	0,9	6,89	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	0,9	43,869	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	0,9	52,56	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	0,9	53,914	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	0,9	47,59	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	0,9	105,969	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	0,9	137,005	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	0,9	244,387	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	0,9	171,882	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	0,9	213,709	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0	1	0,33	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,1	1	1,456	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,2	1	26,723	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,3	1	24,036	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,4	1	75,499	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,5	1	52,83	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,6	1	113,168	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,7	1	183,379	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,8	1	250,563	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	0,9	1	262,099	27	0,071	5,24	7,211
B_NS-PP-olesen_aigrettes	1	1	278,707	27	0,071	5,24	7,211
B_NS-PP-olesen_flores	0	0	0,28	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0	14,765	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0	31,783	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0	122,915	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0	41,215	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0	227,036	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0	188,971	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0	377,433	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0	193,859	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0	443,086	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0	158,863	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,1	0,207	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,1	13,794	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,1	38,156	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,1	136,751	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,1	77,315	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,1	148,018	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,1	85,81	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,1	284,359	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,1	266,517	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,1	295,341	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,1	337,378	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,2	0,177	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,2	10,134	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,2	47,97	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,2	14,411	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,2	99,485	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,2	157,111	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,2	259,624	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,2	204,778	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,2	199,569	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,2	173,329	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,2	287,127	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,3	0,403	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,3	27,824	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,3	15,381	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,3	122,907	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,3	222,972	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,3	58,134	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,3	269,293	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,3	195,036	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,3	213,776	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,3	258,604	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,3	301,194	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,4	0,254	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,4	0,809	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,4	11,048	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,4	120,309	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,4	125,676	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,4	125,771	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,4	159,868	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,4	158,636	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,4	74,65	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,4	157,361	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,4	212,974	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,5	0,138	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,5	7,517	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,5	57,669	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,5	70,037	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,5	118,555	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,5	72,155	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,5	203,892	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,5	223,306	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,5	258,917	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,5	258,198	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,5	49,524	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,6	0,476	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,6	0,39	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,6	11,032	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,6	75,841	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,6	44,084	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,6	141,523	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,6	140,333	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,6	261,059	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,6	67,442	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,6	150,578	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,6	157,208	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,7	0,206	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,7	12,999	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,7	5,259	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,7	37,256	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,7	59,219	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,7	152,086	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,7	102,128	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,7	209,584	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,7	71,886	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,7	166,314	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,7	290,594	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,8	0,154	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,8	2,521	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,8	35,102	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,8	71,29	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,8	100,979	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,8	96,24	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,8	163,179	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,8	116,764	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,8	125,748	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,8	82,276	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,8	226,716	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,9	0,114	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,9	4,574	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,9	13,959	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,9	41,318	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,9	8,415	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,9	67,935	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,9	119,291	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,9	63,436	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,9	64,592	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,9	161,504	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,9	79,15	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	1	0,127	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	1	1,349	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	1	2,896	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	1	51,995	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	1	41,59	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	1	80,605	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	1	201,315	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	1	166,606	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	1	92,095	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	1	152,119	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	1	166,066	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0	0,698	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0	55,702	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0	38,975	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0	147,867	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0	112,201	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0	377,594	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0	286,104	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0	288,564	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0	327,519	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0	396,515	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0	344,714	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,1	0,408	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,1	7,896	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,1	19,474	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,1	7,091	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,1	149,144	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,1	122,429	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,1	241,66	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,1	139,396	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,1	226,834	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,1	308,615	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,1	284,422	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,2	0,22	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,2	2,941	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,2	105,164	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,2	130,135	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,2	118,725	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,2	142,676	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,2	220,279	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,2	130,266	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,2	163,34	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,2	140,025	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,2	363,275	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,3	0,279	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,3	39,321	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,3	18,341	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,3	7,382	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,3	104,734	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,3	205,7	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,3	66,335	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,3	174,401	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,3	186,244	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,3	149,845	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,3	200,275	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,4	0,18	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,4	5,217	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,4	64,711	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,4	169,15	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,4	64,735	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,4	162,275	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,4	83,487	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,4	116,061	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,4	99,702	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,4	49,99	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,4	199,149	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0	0,5	0,291	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,1	0,5	2,063	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,2	0,5	24,008	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,3	0,5	24,286	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,4	0,5	65,189	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,5	0,5	210,198	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,6	0,5	118,505	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,7	0,5	56,122	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,8	0,5	187,817	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	0,9	0,5	189,327	22	0,062	3,685	5,477
B_NS-PP-olesen_flores	1	0,5	214,248	22	0,062	3,685	5,477
