n	antprob	prob_change	variance	rich	connect	autoval	max_autoval
B_NS-PS-Kantak-1979	0,5	0,8	118,547	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,8	47,098	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,8	182,024	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,8	17,367	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,8	129,163	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,8	171,599	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,9	0,185	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,9	1,043	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,9	29,3	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,9	59,412	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,9	76,784	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,9	68,855	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,9	3,698	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,9	267,384	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,9	152,689	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,9	283,973	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,9	225,797	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	1	0,106	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	1	0,642	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	1	37,696	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	1	29,016	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	1	51,457	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	1	95,314	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	1	177,877	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	1	179,542	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	1	324,147	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	1	248,667	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	1	3,228	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0	0,101	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0	1,847	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0	55,808	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0	48,347	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0	4,009	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0	216,407	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0	4,59	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0	282,701	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0	344,955	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0	502,538	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0	482,025	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,1	0,052	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,1	0,292	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,1	35,194	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,1	56,546	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,1	114,53	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,1	170,755	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,1	169,947	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,1	283,928	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,1	360,998	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,1	406,197	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,1	3,821	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,2	0,054	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,2	0,854	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,2	18,849	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,2	60,433	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,2	66,03	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,2	125,857	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,2	4,614	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,2	356,764	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,2	186,928	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,2	331,833	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,2	365,245	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,3	0,11	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,3	2,555	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,3	4,813	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,3	30,587	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,3	83,668	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,3	93,458	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,3	140,6	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,3	292,733	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,3	4,843	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,3	250,737	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,3	150,95	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,4	0,085	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,4	0,948	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,4	22,253	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,4	78,688	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,4	24,555	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,4	165,023	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,4	278,201	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,4	121,78	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,4	203,89	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,4	282,381	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,4	290,69	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,5	0,078	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,5	1,283	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,5	28,526	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,5	6,648	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,5	111,297	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,5	261,008	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,5	87,214	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,5	136,622	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,5	238,086	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,5	130,902	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,5	321,471	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,6	0,096	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,6	7,839	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,6	6,123	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,6	78,289	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,6	41,772	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,6	116,934	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,6	69,219	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,6	11,779	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,6	269,372	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,6	8,703	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,6	382,972	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,7	0,124	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,7	1,195	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,7	21,48	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,7	13,22	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,7	86,501	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,7	150,872	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,7	71,205	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,7	66,928	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,7	87,502	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,7	331,487	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,7	280,753	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,8	0,079	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,8	1,339	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,8	3,549	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,8	6,938	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,8	170,343	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,8	119,547	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,8	224,965	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,8	267,591	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,8	312,193	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,8	3,924	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,8	4,897	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,9	0,098	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,9	1,478	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,9	21,792	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,9	41,322	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,9	60,202	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,9	55,992	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,9	141,606	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,9	210,331	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,9	237,942	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,9	217,64	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,9	154,668	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	1	0,074	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	1	1,377	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	1	8,141	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	1	26,901	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	1	34,459	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	1	118,05	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	1	118,116	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	1	214,792	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	1	345,334	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	1	323,959	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	1	264,822	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0	0,095	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0	2,149	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0	113,254	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0	16,972	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0	259,694	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0	131,261	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0	219,247	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0	314,765	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0	463,323	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0	114,037	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0	510,822	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,1	0,106	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,1	0,706	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,1	20,765	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,1	94,713	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,1	145,927	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,1	191,056	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,1	52,647	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,1	287,813	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,1	268,907	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,1	369,751	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,1	332,119	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,2	0,062	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,2	2,008	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,2	62,447	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,2	78,303	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,2	102,701	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,2	47,026	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,2	161,859	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,2	240,423	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,2	246,04	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,2	122,652	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,2	364,716	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,3	0,099	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,3	0,875	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,3	17,516	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,3	54,538	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,3	139,325	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,3	92,951	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,3	175,69	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,3	13,085	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,3	334,648	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,3	4,89	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,3	293,121	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,4	0,092	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,4	0,849	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,4	27,089	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,4	85,651	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,4	37,276	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,4	114,503	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,4	180,652	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,4	157,907	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,4	360,663	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,4	228,357	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,4	230,208	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,5	0,109	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,5	0,636	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,5	25,483	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,5	42,15	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,5	140,764	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,5	85,604	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,5	71,623	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,5	225,376	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,5	293,398	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,5	3,46	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,5	308,777	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,6	0,141	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,6	1,728	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,6	16,107	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,6	5,705	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,6	115,518	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,6	177,032	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,6	164,243	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,6	274,097	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,6	19,146	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,6	302,831	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,6	109,121	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,7	0,077	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,7	1,052	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,7	1,821	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,7	63,675	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,7	38,507	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,7	101,528	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,7	106,901	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,7	5,937	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,7	149,488	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,7	256,629	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,7	307,385	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,8	0,186	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,8	0,504	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,8	6,607	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,8	32,956	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,8	59,163	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,8	61,457	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,8	257,736	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,8	247,807	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,8	153,482	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,8	379,681	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,8	74,186	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,9	0,106	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,9	1,997	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,9	12,662	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,9	116,831	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,9	21,559	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,9	91,799	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,9	274,097	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,9	209,09	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,9	205,335	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,9	323,899	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,9	267,547	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	1	0,083	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	1	0,732	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	1	2,307	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	1	45,936	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	1	66,002	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	1	126,212	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	1	152	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	1	6,571	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	1	269,812	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	1	130,313	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	1	240,202	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0	0,088	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0	1,131	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0	16,388	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0	185,347	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0	94,733	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0	3,762	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0	206,901	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0	315,222	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0	416,914	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0	263,744	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0	477,882	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,1	0,148	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,1	2,539	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,1	59,69	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,1	17,267	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,1	81,884	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,1	78,8	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,1	12,694	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,1	251,515	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,1	6,868	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,1	206,227	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,1	286,172	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,2	0,083	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,2	0,433	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,2	7,583	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,2	38,94	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,2	155,778	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,2	92,674	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,2	154,377	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,2	240,928	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,2	358,849	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,2	289,586	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,2	272,775	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,3	0,113	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,3	0,403	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,3	79,871	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,3	58,314	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,3	9,115	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,3	5,241	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,3	178,857	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,3	262,299	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,3	282,108	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,3	294,916	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,3	254,162	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,4	0,13	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,4	9,73	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,4	101,946	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,4	56,251	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,4	159,545	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,4	67,119	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,4	144,493	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,4	148,229	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,4	145,358	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,4	253,531	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,4	18,371	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,5	0,116	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,5	0,878	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,2	0,5	27,964	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,3	0,5	4,515	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,4	0,5	88,126	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,5	0,5	174,001	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,6	0,5	152,746	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,7	0,5	150,436	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,8	0,5	250,838	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,9	0,5	349,998	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	1	0,5	276,381	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0	0,6	0,091	32	0,084	8,118	9,274
B_NS-PS-Kantak-1979	0,1	0,6	1,441	32	0,084	8,118	9,274
