File	N.modules	Modularity	P.Null1	P.Null2
B_NS-PP-vazquez_LlaoLlao_2002_init_11.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_12.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_13.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_14.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_15.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_16.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_17.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_18.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_19.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_2.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_20.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_21.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_22.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_23.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_24.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_25.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_26.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_27.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_28.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_29.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_3.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_30.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_4.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_5.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_6.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_7.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_8.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_9.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_1.txt	7	0.707101	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_10.txt	6	0.639715	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_11.txt	7	0.618312	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_12.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_13.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_14.txt	6	0.595663	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_15.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_16.txt	7	0.672154	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_17.txt	7	0.770000	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_18.txt	7	0.742911	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_19.txt	6	0.570934	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_2.txt	6	0.608815	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_20.txt	6	0.632812	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_21.txt	7	0.582031	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_22.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_23.txt	7	0.585848	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_24.txt	7	0.698980	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_25.txt	7	0.661180	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_26.txt	6	0.622590	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_27.txt	6	0.757396	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_28.txt	6	0.662851	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_29.txt	6	0.617347	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_3.txt	6	0.698980	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_30.txt	7	0.707908	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_4.txt	8	0.631111	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_5.txt	6	0.642012	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_6.txt	6	0.724280	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_7.txt	7	0.735969	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_8.txt	6	0.687277	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_coevo_9.txt	7	0.663923	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_1.txt	5	0.653846	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_10.txt	6	0.545779	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_11.txt	6	0.643282	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_12.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_13.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_14.txt	5	0.549745	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_15.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_16.txt	5	0.578875	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_17.txt	6	0.647500	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_18.txt	5	0.587902	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_19.txt	6	0.587370	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_2.txt	6	0.560147	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_20.txt	6	0.540039	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_21.txt	6	0.570312	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_22.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_23.txt	5	0.509886	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_24.txt	5	0.531888	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_25.txt	5	0.572016	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_26.txt	6	0.584022	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_27.txt	5	0.545858	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_28.txt	7	0.568158	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_29.txt	6	0.576531	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_3.txt	5	0.599490	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_30.txt	6	0.577806	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_4.txt	6	0.623333	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_5.txt	5	0.639053	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_6.txt	6	0.658436	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_7.txt	6	0.554847	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_8.txt	6	0.592152	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_final_control_9.txt	5	0.570645	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_1.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_10.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_11.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_12.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_13.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_14.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_15.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_16.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_17.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_18.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_19.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_2.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_20.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_21.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_22.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_23.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_24.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_25.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_26.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_27.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_28.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_29.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_3.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_30.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_4.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_5.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_6.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_7.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_8.txt	6	0.547068	0.000000	0.000000
B_NS-PP-vazquez_Mascardi(c)_2002_init_9.txt	6	0.547068	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_1.txt	4	0.457999	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_10.txt	3	0.553719	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_11.txt	4	0.534435	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_12.txt	6	0.464490	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_13.txt	5	0.418803	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_14.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_15.txt	5	0.567901	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_16.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_17.txt	5	0.435000	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_18.txt	5	0.550781	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_19.txt	5	0.674897	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_2.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_20.txt	5	0.575556	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_21.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_22.txt	6	0.415516	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_23.txt	6	0.438272	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_24.txt	5	0.457594	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_25.txt	5	0.368481	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_26.txt	5	0.756144	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_27.txt	5	0.787200	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_28.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_29.txt	5	0.694400	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_3.txt	5	0.570888	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_30.txt	4	0.552549	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_4.txt	4	0.556712	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_5.txt	4	0.589849	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_6.txt	5	0.704142	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_7.txt	5	0.496327	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_8.txt	4	0.542388	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_coevo_9.txt	4	0.549128	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_1.txt	5	0.363039	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_10.txt	5	0.382920	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_11.txt	5	0.399449	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_12.txt	4	0.411429	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_13.txt	5	0.403682	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_14.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_15.txt	4	0.475995	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_16.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_17.txt	5	0.363750	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_18.txt	4	0.402344	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_19.txt	4	0.430727	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_2.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_20.txt	4	0.402222	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_21.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_22.txt	4	0.395135	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_23.txt	4	0.385031	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_24.txt	4	0.352400	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_25.txt	4	0.357710	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_26.txt	5	0.601134	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_27.txt	5	0.436800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_28.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_29.txt	5	0.524800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_3.txt	4	0.427221	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_30.txt	5	0.480749	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_4.txt	5	0.466181	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_5.txt	4	0.466392	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_6.txt	4	0.473373	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_7.txt	4	0.372245	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_8.txt	4	0.451557	0.000000	0.000000
B_NS-PS-Baird-1980wgt_final_control_9.txt	6	0.429752	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_1.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_10.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_11.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_12.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_13.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_14.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_15.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_16.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_17.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_18.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_19.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_2.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_20.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_21.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_22.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_23.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_24.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_25.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_26.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_27.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_28.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_29.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_3.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_30.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_4.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_5.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_6.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_7.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_8.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Baird-1980wgt_init_9.txt	5	0.324800	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_1.txt	4	0.507433	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_10.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_11.txt	5	0.222795	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_12.txt	3	0.553289	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_13.txt	4	0.460555	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_14.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_15.txt	3	0.492334	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_16.txt	6	0.741617	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_17.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_18.txt	5	0.430792	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_19.txt	4	0.620660	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_2.txt	6	0.221595	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_20.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_21.txt	4	0.633787	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_22.txt	6	0.222230	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_23.txt	5	0.458261	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_24.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_25.txt	5	0.268399	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_26.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_27.txt	5	0.284722	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_28.txt	5	0.369430	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_29.txt	5	0.224349	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_3.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_30.txt	3	0.519046	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_4.txt	5	0.650284	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_5.txt	5	0.358939	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_6.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_7.txt	6	0.367784	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_8.txt	5	0.357969	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_coevo_9.txt	4	0.658216	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_1.txt	4	0.316704	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_10.txt	5	0.221665	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_11.txt	5	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_12.txt	5	0.385521	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_13.txt	4	0.322133	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_14.txt	6	0.221877	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_15.txt	5	0.306658	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_16.txt	5	0.451019	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_17.txt	5	0.224349	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_18.txt	5	0.341315	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_19.txt	6	0.442274	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_2.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_20.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_21.txt	4	0.420068	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_22.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_23.txt	4	0.365484	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_24.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_25.txt	4	0.255178	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_26.txt	6	0.221241	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_27.txt	4	0.325617	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_28.txt	5	0.312527	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_29.txt	5	0.222724	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_3.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_30.txt	4	0.381986	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_4.txt	6	0.418715	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_5.txt	5	0.294010	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_6.txt	4	0.220606	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_7.txt	4	0.333664	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_8.txt	4	0.303125	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_final_control_9.txt	4	0.406971	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_1.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_10.txt	5	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_11.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_12.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_13.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_14.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_15.txt	5	0.224419	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_16.txt	4	0.222442	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_17.txt	4	0.221383	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_18.txt	6	0.221241	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_19.txt	6	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_2.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_20.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_21.txt	5	0.224349	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_22.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_23.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_24.txt	5	0.224349	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_25.txt	6	0.220747	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_26.txt	4	0.220888	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_27.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_28.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_29.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_3.txt	6	0.222230	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_30.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_4.txt	5	0.223713	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_5.txt	4	0.222442	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_6.txt	5	0.224349	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_7.txt	4	0.222371	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_8.txt	4	0.221383	0.000000	0.000000
B_NS-PS-Beehler-1983wgt_init_9.txt	5	0.223713	0.000000	0.000000
