File	N.modules	Modularity	P.Null1	P.Null2
B_NS-PP-olesen_flores_final_control_23.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_24.txt	5	0.593750	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_25.txt	5	0.508651	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_26.txt	4	0.469388	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_27.txt	4	0.529514	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_28.txt	5	0.560554	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_29.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_3.txt	4	0.534626	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_30.txt	5	0.533951	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_4.txt	6	0.558594	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_5.txt	4	0.557823	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_6.txt	4	0.461356	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_7.txt	4	0.488340	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_8.txt	6	0.461538	0.000000	0.000000
B_NS-PP-olesen_flores_final_control_9.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_1.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_10.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_11.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_12.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_13.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_14.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_15.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_16.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_17.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_18.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_19.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_2.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_20.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_21.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_22.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_23.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_24.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_25.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_26.txt	4	0.441111	0.000000	0.000000
B_NS-PP-olesen_flores_init_27.txt	4	0.441111	0.000000	0.000000
B_NS-PP-olesen_flores_init_28.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_29.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_3.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_30.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_4.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_5.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_6.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_7.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_8.txt	4	0.444444	0.000000	0.000000
B_NS-PP-olesen_flores_init_9.txt	4	0.444444	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_1.txt	8	0.736667	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_10.txt	8	0.626122	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_11.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_12.txt	9	0.746228	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_13.txt	6	0.640037	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_14.txt	8	0.537415	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_15.txt	8	0.620117	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_16.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_17.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_18.txt	8	0.583829	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_19.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_2.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_20.txt	8	0.540859	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_21.txt	8	0.545036	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_22.txt	7	0.690311	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_23.txt	8	0.583008	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_24.txt	7	0.585141	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_25.txt	9	0.655567	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_26.txt	9	0.598616	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_27.txt	8	0.670630	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_28.txt	8	0.583102	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_29.txt	8	0.645161	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_3.txt	8	0.732422	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_30.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_4.txt	8	0.615651	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_5.txt	6	0.590204	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_6.txt	8	0.678460	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_7.txt	7	0.713469	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_8.txt	8	0.580000	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_coevo_9.txt	7	0.611395	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_1.txt	6	0.576667	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_10.txt	7	0.585306	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_11.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_12.txt	7	0.556927	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_13.txt	7	0.587695	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_14.txt	6	0.539683	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_15.txt	7	0.561523	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_16.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_17.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_18.txt	6	0.557669	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_19.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_2.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_20.txt	6	0.548476	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_21.txt	6	0.538462	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_22.txt	6	0.619377	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_23.txt	7	0.555664	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_24.txt	7	0.531887	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_25.txt	6	0.624350	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_26.txt	6	0.544983	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_27.txt	7	0.567182	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_28.txt	7	0.555402	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_29.txt	5	0.524454	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_3.txt	7	0.633789	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_30.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_4.txt	6	0.531856	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_5.txt	6	0.556735	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_6.txt	6	0.604579	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_7.txt	6	0.551020	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_8.txt	7	0.555556	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_final_control_9.txt	6	0.563915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_1.txt	6	0.540292	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_10.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_11.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_12.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_13.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_14.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_15.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_16.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_17.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_18.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_19.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_2.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_20.txt	5	0.527312	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_21.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_22.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_23.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_24.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_25.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_26.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_27.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_28.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_29.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_3.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_30.txt	6	0.540833	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_4.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_5.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_6.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_7.txt	6	0.538670	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_8.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_ArroyoGoye_2002_init_9.txt	7	0.541915	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_1.txt	8	0.761719	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_10.txt	6	0.725000	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_11.txt	7	0.663125	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_12.txt	7	0.681641	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_13.txt	6	0.653867	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_14.txt	8	0.728980	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_15.txt	7	0.714506	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_16.txt	6	0.743802	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_17.txt	7	0.773148	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_18.txt	8	0.699074	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_19.txt	8	0.688705	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_2.txt	6	0.633551	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_20.txt	7	0.753104	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_21.txt	8	0.778696	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_22.txt	8	0.663750	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_23.txt	8	0.708571	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_24.txt	7	0.634921	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_25.txt	7	0.669102	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_26.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_27.txt	7	0.693623	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_28.txt	8	0.631488	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_29.txt	6	0.757576	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_3.txt	6	0.690065	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_30.txt	7	0.820000	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_4.txt	7	0.682250	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_5.txt	6	0.644290	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_6.txt	6	0.681406	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_7.txt	7	0.746530	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_8.txt	7	0.681519	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_coevo_9.txt	6	0.765235	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_1.txt	7	0.642578	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_10.txt	6	0.649375	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_11.txt	6	0.616250	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_12.txt	6	0.597656	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_13.txt	6	0.605192	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_14.txt	6	0.637551	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_15.txt	6	0.614198	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_16.txt	6	0.685950	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_17.txt	5	0.594136	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_18.txt	5	0.649691	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_19.txt	6	0.593205	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_2.txt	6	0.602023	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_20.txt	6	0.674215	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_21.txt	6	0.697888	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_22.txt	6	0.647500	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_23.txt	5	0.608163	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_24.txt	6	0.632653	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_25.txt	6	0.663258	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_26.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_27.txt	6	0.606180	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_28.txt	6	0.667820	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_29.txt	6	0.656566	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_3.txt	6	0.600238	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_30.txt	5	0.624444	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_4.txt	7	0.607743	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_5.txt	6	0.658951	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_6.txt	6	0.592971	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_7.txt	6	0.603360	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_8.txt	7	0.640614	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_final_control_9.txt	7	0.620499	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_1.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_10.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_11.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_12.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_13.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_14.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_15.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_16.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_17.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_18.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_19.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_2.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_20.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_21.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_22.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_23.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_24.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_25.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_26.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_27.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_28.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_29.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_3.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_30.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_4.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_5.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_6.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_7.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_8.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_CerroLopez_2002_init_9.txt	6	0.618765	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_1.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_10.txt	5	0.507785	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_11.txt	7	0.676379	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_12.txt	8	0.570637	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_13.txt	7	0.721760	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_14.txt	9	0.652445	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_15.txt	5	0.628196	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_16.txt	7	0.681661	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_17.txt	7	0.675781	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_18.txt	8	0.605714	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_19.txt	7	0.715918	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_2.txt	7	0.556875	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_20.txt	8	0.562500	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_21.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_22.txt	8	0.658776	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_23.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_24.txt	8	0.691429	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_25.txt	7	0.591049	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_26.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_27.txt	6	0.679931	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_28.txt	8	0.615243	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_29.txt	8	0.765432	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_3.txt	7	0.635500	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_30.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_4.txt	8	0.631173	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_5.txt	8	0.572500	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_6.txt	6	0.615243	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_7.txt	7	0.611111	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_8.txt	8	0.679184	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_coevo_9.txt	8	0.590401	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_1.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_10.txt	7	0.610727	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_11.txt	6	0.599376	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_12.txt	6	0.603878	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_13.txt	7	0.585018	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_14.txt	6	0.614984	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_15.txt	5	0.558072	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_16.txt	6	0.574394	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_17.txt	5	0.564453	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_18.txt	7	0.551837	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_19.txt	6	0.638367	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_2.txt	7	0.565625	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_20.txt	5	0.576875	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_21.txt	5	0.569728	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_22.txt	5	0.571429	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_23.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_24.txt	6	0.579592	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_25.txt	7	0.583333	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_26.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_27.txt	6	0.631488	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_28.txt	5	0.577594	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_29.txt	7	0.595336	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_3.txt	7	0.630387	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_30.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_4.txt	6	0.575617	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_5.txt	6	0.598750	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_6.txt	7	0.572084	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_7.txt	6	0.538889	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_8.txt	8	0.573061	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_final_control_9.txt	6	0.599606	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_1.txt	6	0.575964	0.000000	0.000000
B_NS-PP-vazquez_LlaoLlao_2002_init_10.txt	6	0.575964	0.000000	0.000000
